BookYear,WeathDate,WeathTime,NestArea,CurrentTemp,MinTemp,MaxTemp,MinWind,AvgWind,MaxWind,WindDirection,CloudCover,CloudThickness,Precipitation,BoatCount,Comment,EntryBy,EntryDate,ModBy,ModDate,WeatherSeq,FieldEntry
1996,1997-01-25,06:45:00,,17,15,26,,,,,8,THICK   ,2,,General Comments:  HAILED FOR 3 MINUTES               ,,,,,2388,
1996,1997-01-26,07:15:00,,17,15,33,,,,,1,THIN    ,0,,"General Comments:  1 COAST GUARD BOAT AM,2 BOATS PM   ",GAR,10/31/2011,,,2389,
1996,1997-01-27,07:30:00,,19,16,32,,3.1,,W  ,0,,0,,"General Comments:  4 BOATS AT AM, 3 BOATS AT PM       ",GAR,10/31/2011,,,2390,
1996,1997-01-28,06:30:00,,21,12,31,,3.3,,WNW,2,THIN    ,0,,"General Comments:  RAIN FALL=TRACE, 5 BOATS, 2 C.G.BTS",GAR,10/31/2011,,,2391,
1996,1997-01-29,07:00:00,,15,15,22,,4.5,,SW ,8,THICK   ,3,,General Comments:  3 BOATS                            ,,,,,2392,
1996,1997-01-30,07:40:00,,15,13,25,,1,,W  ,4,THIN    ,0,,General Comments:  4 BOATS                            ,GAR,10/31/2011,,,2393,
1996,1997-01-31,08:00:00,,20,15,27,,4.7,,W  ,2,THIN    ,0,,,GAR,10/31/2011,,,2394,
1996,1997-02-01,14:15:00,,13,13,26,,2.2,,S  ,8,THICK   ,9,3,"General Comments:  1 LARGE FACTORY BOAT, 2 little boats with it
WINDY",,,AAS,7/12/2018,2395,
1996,1997-02-02,08:15:00,,11,7,21,,5,,SSW,1,THIN    ,0,,General Comments:  RAIN FALL = TRACE                  ,GAR,10/31/2011,,,2396,
1996,1997-02-03,07:05:00,,12,8,23,,5.1,,N  ,7,MED     ,0,,"General Comments:  1 LARGE BOAT AT PM, SPRINKLES      ",GAR,10/31/2011,,,2397,
1996,1997-02-04,08:00:00,,11,8,15,,5.3,,WNW,6,THIN    ,0,,General Comments:  2 BOATS AT PM                      ,GAR,10/31/2011,,,2398,
1996,1997-02-05,07:10:00,,8,6,15,,0.5,,SSW,2,MED     ,0,,"General Comments:  RAIN FALL = TRACE AT AM, 1 BOAT    ",GAR,10/31/2011,,,2399,
1996,1997-02-06,07:00:00,,13,8,32,,5.5,,W  ,1,THIN    ,0,,,GAR,10/31/2011,,,2400,
1996,1997-02-07,09:00:00,,29,13,34,,4.2,,W  ,1,THIN    ,0,,,GAR,10/31/2011,,,2401,
1996,1997-02-08,07:30:00,,19,17,29,,0.9,,W  ,5,THIN    ,0,,,GAR,10/31/2011,,,2402,
1996,1997-02-09,08:30:00,,16,13,21,,5.8,,SSW,1,THIN    ,0,,,GAR,10/31/2011,,,2403,
1996,1997-02-10,08:30:00,,18,11,19,,4.5,,SW ,2,THICK   ,0,,"Checked for boats at 22:30. Saw no distinct lights but definite “glow” on the sea horizon at 2 different points. Squid boats?
Entered from GeeWhiz1996, AAS, July 12 2018",GAR,10/31/2011,AAS,7/12/2018,2404,
1996,1997-02-11,08:30:00,,14,6,21,,2.3,,WNW,6,THICK   ,0,,General Comments:  2 BOATS ON HORIZON AT AM           ,GAR,10/31/2011,,,2405,
1996,1997-02-12,09:15:00,,18,14,24,,2.7,,NW ,7,THICK   ,0,,,GAR,10/31/2011,,,2406,
1996,1997-02-13,07:45:00,,15,13,,,2.2,,W  ,2,THIN    ,0,,,GAR,10/31/2011,,,2407,
1997,1997-09-29,08:00:00,,8,8,,,,,,8,THICK   ,10,,,,,,,2408,
1997,1997-09-30,08:00:00,,9,8,15,0.5,1.5,2,NW ,8,THICK   ,0,,General Comments:  RAIN FALL = TRACE                  ,GAR,10/31/2011,,,2409,
1997,1997-10-01,08:00:00,,9,7,18,3.5,3.5,4.5,NW ,8,THICK   ,0,,,GAR,10/31/2011,,,2410,
1997,1997-10-02,07:30:00,,10,9,14,2,2.5,4,NNW,8,THICK   ,0,,General Comments:  RAIN FALL = TRACE                  ,GAR,10/31/2011,,,2411,
1997,1997-10-03,08:00:00,,10,9,14,2.7,3,3.2,WNW,3,THICK   ,3,,,,,,,2412,
1997,1997-10-04,07:30:00,,8,3,19,1,,,NW ,8,MED     ,0,,General Comments:  RAINED A LITTLE AT PM              ,GAR,10/31/2011,,,2413,
1997,1997-10-05,07:45:00,,9,9,12,3,4,4.5,S  ,5,THIN    ,0,,"General Comments:  RAIN FALL = TRACE, VERY WINDY      ",GAR,10/31/2011,,,2414,
1997,1997-10-06,07:45:00,,9,6,14,3.5,4.6,5.5,W  ,0,,0,,General Comments:  CLEAR                              ,GAR,10/31/2011,,,2415,
1997,1997-10-07,07:30:00,,10,9,17,4,4.5,4.9,W  ,0,,0,,,GAR,10/31/2011,,,2416,
1997,1997-10-08,07:15:00,,9,5,19,1,1.2,1.5,WNW,1,THIN    ,0,,,GAR,10/31/2011,,,2417,
1997,1997-10-09,08:00:00,,12,9,26,0.2,0.4,1,ESE,7,MED     ,0,,,GAR,10/31/2011,,,2418,
1997,1997-10-10,07:45:00,,12,6,23,2.2,2.5,3,W  ,7,MED     ,0,,,GAR,10/31/2011,,,2419,
1997,1997-10-11,08:00:00,,6,6,,0.1,0.5,2.2,S  ,8,THICK   ,4,,General Comments:  THUNDER STORM                      ,,,,,2420,
1997,1997-10-12,06:45:00,,1,,12,1,,,S  ,1,THIN    ,0,,General Comments:  RAIN FALL = TRACE                  ,GAR,10/31/2011,,,2421,
1997,1997-10-13,08:45:00,,12,1,14,3.4,3.6,4.5,N  ,3,THIN    ,0,,General Comments:  RAIN FALL = TRACE                  ,GAR,10/31/2011,,,2422,
1997,1997-10-14,08:00:00,,10,9,16,2.1,2.9,3.6,NNW,7,THIN    ,2,,General Comments:  RAINED IN EVENING                  ,,,,,2423,
1997,1997-10-15,07:45:00,,8,7,11,3.4,4.2,5.2,S  ,8,THICK   ,0,,,GAR,10/31/2011,,,2424,
1997,1997-10-16,08:00:00,,8,2,12,1.7,2.2,3,NNE,0,,0,,,GAR,10/31/2011,,,2425,
1997,1997-10-17,08:00:00,,11,5,16,2,2.7,3,SW ,7,THICK   ,0,,"General Comments:  LIGHT SHOWER, 3 BOATS              ",GAR,10/31/2011,,,2426,
1997,1997-10-18,08:00:00,,13,5,19,1.2,1.4,1.8,W  ,1,THIN    ,0,,,GAR,10/31/2011,,,2427,
1997,1997-10-19,08:00:00,,15,13,24,3,4,6,W  ,7,MED     ,0,,General Comments:  3 BOATS AT PM                      ,GAR,10/31/2011,,,2428,
1997,1997-10-20,08:00:00,,14,8,26,4.8,5,6.2,W  ,8,THICK   ,0,,General Comments:  2 BOATS AT PM FAR OFF SHORE        ,GAR,10/31/2011,,,2429,
1997,1997-10-21,08:00:00,,14,10,25,3.3,4.4,6.3,W  ,0,,0,,General Comments:  RAIN FALL=TRACE                    ,GAR,10/31/2011,,,2430,
1997,1997-10-22,08:00:00,,12,8,21,4,4.2,5.4,W  ,5,THIN    ,0,,General Comments:  RAIN FALL =TRACE                   ,GAR,10/31/2011,,,2431,
1997,1997-10-23,07:30:00,,14,7,22,3.1,4.5,6.2,W  ,0,,0,,,GAR,10/31/2011,,,2432,
1997,1997-10-24,08:00:00,,15,11,25,,0.4,1.1,N  ,8,THICK   ,0,,,GAR,10/31/2011,,,2433,
1997,1997-10-25,08:00:00,,12,11,25,1.4,1.8,2.9,SW ,0,,0,,General Comments:  RAIN FALL = TRACE                  ,GAR,10/31/2011,,,2434,
1997,1997-10-26,07:30:00,,10,9,19,1.8,2.4,3.2,NNE,8,THICK   ,0,,,GAR,10/31/2011,,,2435,
1997,1997-10-27,08:00:00,,10,9,19,1.6,3.1,3.9,S  ,8,THICK   ,0,,General Comments:  RAIN FALL = TRACE                  ,GAR,10/31/2011,,,2436,
1997,1997-10-28,08:00:00,,5,3,10,1.8,2.7,3.3,SSW,5,MED     ,38,,,,,,,2437,
1997,1997-10-29,08:00:00,,11,9,21,1.9,2.2,2.9,S  ,1,THIN    ,1,,,,,,,2438,
1997,1997-10-30,08:00:00,,12,3,17,,,,,1,THICK   ,0,,,GAR,10/31/2011,,,2439,
1997,1997-10-31,08:00:00,,11,11,16,2.6,3.4,4.7,WSW,1,THIN    ,0,,,GAR,10/31/2011,,,2440,
1997,1997-11-01,08:00:00,,12,5,19,0.2,1.3,2.1,SSW,4,THIN    ,0,,,GAR,10/31/2011,,,2441,
1997,1997-11-02,08:00:00,,10,8,16,3.7,5,6.8,SE ,1,THIN    ,0,,,GAR,10/31/2011,,,2442,
1997,1997-11-03,07:45:00,,11,6,21,2.1,3.3,5.1,N  ,0,,0,,,GAR,10/31/2011,,,2443,
1997,1997-11-04,08:00:00,,16,6,17,1.4,1.8,2.3,NNE,0,,0,,,GAR,10/31/2011,,,2444,
1997,1997-11-05,18:00:00,,21,12,22,2.7,5,5.8,W  ,1,THIN    ,0,,,GAR,10/31/2011,,,2445,
1997,1997-11-06,08:00:00,,18,12,21,2.9,3.3,4.8,W  ,0,,0,,,GAR,10/31/2011,,,2446,
1997,1997-11-07,08:00:00,,21,12,24,2.1,3.3,4.3,W  ,8,THIN    ,0,,General Comments:  3 BOATS AT PM                      ,GAR,10/31/2011,,,2447,
1997,1997-11-08,08:00:00,,15,14,27,1.4,2,3.4,SSE,8,MED     ,0,,,GAR,10/31/2011,,,2448,
1997,1997-11-09,07:30:00,,18,9,23,,,,,0,,3,,,,,,,2449,
1997,1997-11-10,08:00:00,,18,10,22,3.3,4.6,6.5,SW ,0,,0,,General Comments:  RAIN FALL = TRACE                  ,GAR,10/31/2011,,,2450,
1997,1997-11-11,08:00:00,,13,11,25,2.4,4.1,7.1,SW ,8,THICK   ,0,,,GAR,10/31/2011,,,2451,
1997,1997-11-12,08:00:00,,16,12,23,3.6,5.4,8,SW ,0,,1,,General Comments:  BRIEF DOWN POUR IN LATE AFTERNOON  ,,,,,2452,
1997,1997-11-13,08:00:00,,15,12,25,2.4,7.5,12.4,SW ,0,,0,,,GAR,10/31/2011,,,2453,
1997,1997-11-14,08:00:00,,10,5,25,3.2,5.4,7.8,SSW,1,THICK   ,5,,,,,,,2454,
1997,1997-11-15,08:00:00,,14,6,15,2.6,3.3,5.3,SSW,2,THIN    ,0,,,GAR,10/31/2011,,,2455,
1997,1997-11-16,08:00:00,,17,4,20,1.6,2.2,2.4,NE ,0,,0,,General Comments:  RAIN FALL = TRACE                  ,GAR,10/31/2011,,,2456,
1997,1997-11-17,08:00:00,,13,10,23,1.8,2.2,2.2,NNE,6,THICK   ,0,,,GAR,10/31/2011,,,2457,
1997,1997-11-18,08:45:00,,21,10,22,1.5,2.2,3.4,NNE,2,THIN    ,0,,General Comments:  THUNDER&LIGHTNING EARLY AFTERNOON  ,GAR,10/31/2011,,,2458,
1997,1997-11-19,08:15:00,,24,11,27,3.4,1.8,5,SW ,3,THIN    ,1,,,,,,,2459,
1997,1997-11-20,10:30:00,,19,12,26,2.2,3,3.6,S  ,7,THICK   ,0,,General Comments:  2 BOATS OFF SHORE                  ,GAR,10/31/2011,,,2460,
1997,1997-11-21,06:15:00,,8,8,20,4.5,5.5,6.6,SW ,2,THICK   ,4,,General Comments:  COLD IN AFTERNOON                  ,,,,,2461,
1997,1997-11-22,08:00:00,,20,8,20,7.9,8.9,11.8,WSW,0,,0,,General Comments:  1 BOAT DURING DAY OFF PUNTA CLARA  ,GAR,10/31/2011,,,2462,
1997,1997-11-23,07:15:00,,12,11,22,5.9,8.1,10.2,SW ,0,,0,,,GAR,10/31/2011,,,2463,
1997,1997-11-24,07:30:00,,17,13,23,3.1,3.4,5.1,NE ,1,THIN    ,0,,General Comments:  4 BOATS 300-400M FROM RED ROCKS    ,GAR,10/31/2011,,,2464,
1997,1997-11-25,08:00:00,,20,13,23,1.2,1.8,2.3,SSW,7,THICK   ,0,,General Comments:  RAIN FALL = TRACE                  ,GAR,10/31/2011,,,2465,
1997,1997-11-26,09:00:00,,15,13,19,5.2,6.6,8.9,SSW,6,THICK   ,0,,,GAR,10/31/2011,,,2466,
1997,1997-11-27,06:30:00,,17,11,24,2.9,3.6,5.6,WSW,0,,0,,,GAR,10/31/2011,,,2467,
1997,1997-11-28,06:15:00,,16,13,24,4.9,5.5,6.3,WSW,0,,1,,,,,,,2468,
1997,1997-11-29,,,,11,19,,,,,,,0,,General Comments:  THUNDER STORM IN AFTERNOON         ,GAR,10/31/2011,,,2469,
1997,1997-11-30,07:15:00,,13,11,19,4.8,5.8,8.1,SW ,0,THICK   ,3,,,,,,,2470,
1997,1997-12-01,07:30:00,,16,13,20,0.5,0.7,1,N  ,8,MED     ,0,,,GAR,10/31/2011,,,2471,
1997,1997-12-02,10:00:00,,17,13,20,4.1,5.4,6.7,SW ,7,MED     ,5,,,,,,,2472,
1997,1997-12-03,07:30:00,,12,12,19,3.3,7.7,4.6,S  ,8,THICK   ,1,,General Comments:  DRIZZLING IN MORNING               ,,,,,2473,
1997,1997-12-04,08:30:00,,12,11,18,2.9,4.1,5.3,S  ,8,THICK   ,0,,General Comments:  RAIN FALL = TRACE                  ,GAR,10/31/2011,,,2474,
1997,1997-12-05,07:45:00,,18,12,18,3.1,4.7,6.1,W  ,0,,0,,General Comments:  RAIN FALL = TRACE                  ,GAR,10/31/2011,,,2475,
1997,1997-12-06,,,,14,23,,,,,,,0,,,GAR,10/31/2011,,,2476,
1997,1997-12-07,08:00:00,,20,14,23,2.8,3.4,4.9,WNW,3,MED     ,0,,,GAR,10/31/2011,,,2477,
1997,1997-12-08,,,,15,28,,,,,,,0,,,GAR,10/31/2011,,,2478,
1997,1997-12-09,08:00:00,,23,15,28,0.2,0.2,0.3,NNE,0,,0,,,GAR,10/31/2011,,,2479,
1997,1997-12-10,,,,13,28,,,,,,,0,,,GAR,10/31/2011,,,2480,
1997,1997-12-11,08:00:00,,19,13,28,0.8,,1.8,SE ,0,,0,,,GAR,10/31/2011,,,2481,
1997,1997-12-12,08:00:00,,19,14,20,1.9,3.5,4.8,NE ,0,,0,,,GAR,10/31/2011,,,2482,
1997,1997-12-13,08:15:00,,23,13,24,1.3,2.4,3.7,NE ,2,THICK   ,0,,,GAR,10/31/2011,,,2483,
1997,1997-12-14,12:30:00,,17,13,26,1.7,3.7,5.8,SE ,1,THIN    ,0,,General Comments:  RAIN FALL = TRACE                  ,GAR,10/31/2011,,,2484,
1997,1997-12-15,08:00:00,,14,9,17,3,4.3,7.1,S  ,1,THIN    ,0,,General Comments:  3 BOATS ANCHORED IN BAY FR. WINDS  ,GAR,10/31/2011,,,2485,
1997,1997-12-16,,,,7,18,,,,,,,0,,,GAR,10/31/2011,,,2486,
1997,1997-12-17,08:00:00,,17,7,18,3.1,4.3,5.8,NE ,2,THIN    ,0,,,GAR,10/31/2011,,,2487,
1997,1997-12-18,,,,12,24,,,,,,,,,General Comments:  RAIN FALL IN AFTERNOON             ,GAR,10/31/2011,,,2488,
1997,1997-12-19,08:00:00,,15,12,24,1.6,3.1,4.5,S  ,8,THICK   ,7,,,,,,,2489,
1997,1997-12-20,08:30:00,,12,8,19,1.1,2.4,3.9,SSW,1,THIN    ,7,,,,,,,2490,
1997,1997-12-21,08:00:00,,19,11,20,1.5,2.3,3.6,NNE,1,THIN    ,1,,,,,,,2491,
1997,1997-12-22,09:30:00,,20,8,20,0,1.1,2.2,SE ,0,,0,,,GAR,10/31/2011,,,2492,
1997,1997-12-23,07:30:00,,19,11,20,4.8,6.5,9.7,WSW,0,,0,,,GAR,10/31/2011,,,2493,
1997,1997-12-24,08:15:00,,23,13,28,2.8,4.7,7.3,W  ,0,,0,,,GAR,10/31/2011,,,2494,
1997,1997-12-25,,,,,30,,,,,,,0,,,GAR,10/31/2011,,,2495,
1997,1997-12-26,,,,,30,,,,,,,0,,General Comments:  RAIN FALL = TRACE                  ,GAR,10/31/2011,,,2496,
1997,1997-12-27,,,,,30,,,,,,,0,,General Comments:  RAIN FALL = TRACE                  ,GAR,10/31/2011,,,2497,
1997,1997-12-28,,,,,30,,,,,,,0,,,GAR,10/31/2011,,,2498,
1997,1997-12-29,08:18:00,,17,7,30,,2.5,,W  ,0,,0,,General Comments:  RAIN FALL = TRACE                  ,GAR,10/31/2011,,,2499,
1997,1997-12-30,08:00:00,,16,10,22,0.8,1.2,2.7,SE ,0,,0,,General Comments:  RAIN FALL = TRACE                  ,GAR,10/31/2011,,,2500,
1997,1997-12-31,06:40:00,,14,13,20,0.6,1.1,2.2,NW ,0,,0,,,GAR,10/31/2011,,,2501,
1997,1998-01-01,07:40:00,,16,14,21,2.2,4.4,6.9,W  ,4,MED     ,0,,,GAR,10/31/2011,,,2502,
1997,1998-01-02,07:22:00,,20,15,22,1.5,2.4,3.1,WNW,3,THIN    ,0,,General Comments:  RAIN FALL = TRACE                  ,GAR,10/31/2011,,,2503,
1997,1998-01-03,07:55:00,,22,14,27,2.9,4.4,7.5,SW ,0,,0,,,GAR,10/31/2011,,,2504,
1997,1998-01-04,08:10:00,,20,13,22,0.7,1.4,3,WNW,0,,0,,,GAR,10/31/2011,,,2505,
1997,1998-01-05,12:30:00,,22,13,29,3.8,6,10.7,WSW,1,THIN    ,0,,,GAR,10/31/2011,,,2506,
1997,1998-01-06,08:30:00,,16,11,24,1.7,3.4,6.8,S  ,0,,0,,,GAR,10/31/2011,,,2507,
1997,1998-01-07,,,,12,22,,,,,,,5,,,GAR,10/31/2011,,,2508,
1997,1998-01-08,08:00:00,,20,12,22,0.5,1.1,2.1,NNE,0,,0,,General Comments:  1 BOAT AT PM                       ,GAR,10/31/2011,,,2509,
1997,1998-01-09,08:00:00,,18,15,31,4,4.5,6.6,S  ,0,,0,,,GAR,10/31/2011,,,2510,
1997,1998-01-10,08:30:00,,18,14,22,1,2.6,3.4,NNE,7,THIN    ,0,,,GAR,10/31/2011,,,2511,
1997,1998-01-11,08:00:00,,15,11,23,1.4,4,5.3,SSE,7,MED     ,0,,General Comments:  1 BOAT IN RESERVE 0.5KM FR BEACH   ,GAR,10/31/2011,,,2512,
1997,1998-01-12,08:00:00,,15,15,19,1.5,3,5.5,NNE,0,,0,,,GAR,10/31/2011,,,2513,
1997,1998-01-13,,,,15,24,,,,,,,4,,,,,,,2514,
1997,1998-01-14,08:00:00,,21,15,24,1.6,3,4.6,W  ,7,MED     ,0,,,GAR,10/31/2011,,,2515,
1997,1998-01-15,08:00:00,,24,14,34,0.9,1.1,1.4,E  ,6,MED     ,0,,,GAR,10/31/2011,,,2516,
1997,1998-01-16,07:00:00,,20,18,28,0.6,0.9,1.1,NW ,7,MED     ,0,,,GAR,10/31/2011,,,2517,
1997,1998-01-17,07:45:00,,25,12,32,2.5,5.4,7.2,W  ,0,,0,,General Comments:  RAIN FALL = TRACE                  ,GAR,10/31/2011,,,2518,
1997,1998-01-18,,,,14,25,,,,,,,,,,,,,,2519,
1997,1998-01-19,08:00:00,,25,14,25,1.7,2.6,5.6,W  ,0,,0,,General Comments:  3 BOATS AT PM                      ,GAR,10/31/2011,,,2520,
1997,1998-01-20,08:00:00,,23,17,32,2.8,3.2,6.6,W  ,0,,0,,,GAR,10/31/2011,,,2521,
1997,1998-01-21,09:40:00,,20,11,28,3.3,6,9.3,SW ,2,MED     ,0,,,GAR,10/31/2011,,,2522,
1997,1998-01-22,08:00:00,,25,10,27,3.5,4.5,8,WSW,0,,0,,,GAR,10/31/2011,,,2523,
1997,1998-01-23,08:00:00,,15,15,25,0.6,1,1.7,SW ,7,MED     ,0,,,GAR,10/31/2011,,,2524,
1997,1998-01-24,08:10:00,,18,14,25,3.8,5.4,7.8,W  ,7,THIN    ,0,,General Comments:  RAIN FALL = TRACE                  ,GAR,10/31/2011,,,2525,
1997,1998-01-25,06:45:00,,12,12,28,0,0.2,0.6,W  ,0,,0,,,GAR,10/31/2011,,,2526,
1997,1998-01-26,08:00:00,,15,9,25,0.2,1.5,2.6,SW ,3,THIN    ,0,,,GAR,10/31/2011,,,2527,
1997,1998-01-27,08:00:00,,12,12,24,0.6,1.7,3.4,W  ,8,THICK   ,8,,General Comments:  GUAGE WAS LEAKING?MAYBE PRECIP=10MM,,,,,2528,
1997,1998-01-28,08:15:00,,17,10,23,2,3.2,5.8,WSW,5,THIN    ,0,,General Comments:  4 BOATS AT PM                      ,GAR,10/31/2011,,,2529,
1997,1998-01-29,09:45:00,,25,14,25,2.1,3.2,4.7,WSW,1,THIN    ,0,,General Comments:  9 BOATS AT PM                      ,GAR,10/31/2011,,,2530,
1997,1998-01-30,08:45:00,,24,11,30,3.1,4.4,6.1,WSW,0,,0,,General Comments:  5 BOATS AT PM                      ,GAR,10/31/2011,,,2531,
1997,1998-01-31,08:00:00,,22,18,32,3.3,5.2,11.6,WSW,0,,0,,,GAR,10/31/2011,,,2532,
1997,1998-02-01,08:00:00,,12,9,29,2.4,3.8,6.1,SW ,5,THICK   ,3,,,,,,,2533,
1997,1998-02-02,09:45:00,,21,8,21,1.6,2.2,2.6,NE ,0,,0,,,GAR,10/31/2011,,,2534,
1997,1998-02-03,08:00:00,,16,11,22,1.7,2.3,3.2,NNE,0,,0,,,GAR,10/31/2011,,,2535,
1997,1998-02-04,10:00:00,,23,14,23,1.6,2.1,3.8,NNE,0,,0,,,GAR,10/31/2011,,,2536,
1997,1998-02-05,08:05:00,,18,16,24,,,,,,,0,,,GAR,10/31/2011,,,2537,
1997,1998-02-06,08:15:00,,12,12,22,,,,,,,0,,General Comments:  RAIN FALL = TRACE                  ,GAR,10/31/2011,,,2538,
1997,1998-02-07,09:00:00,,20,14,25,1.5,1.8,2.3,NNE,0,,0,,,GAR,10/31/2011,,,2539,
1997,1998-02-08,08:00:00,,14,12,27,2,3.8,7.7,S  ,3,THIN    ,0,,,GAR,10/31/2011,,,2540,
1997,1998-02-09,08:30:00,,16,11,17,3.8,5.5,7.6,SW ,0,,0,,,GAR,10/31/2011,,,2541,
1997,1998-02-10,09:15:00,,16,11,24,1.7,3.5,6.3,S  ,1,THICK   ,0,,General Comments:  1 BOAT IN BAY ALL DAY              ,GAR,10/31/2011,,,2542,
1997,1998-02-11,09:15:00,,22,7,22,2.4,4,5.3,N  ,0,,0,,,GAR,10/31/2011,,,2543,
1997,1998-02-12,08:00:00,,12,12,23,3.5,,3.7,,,,0,,,GAR,10/31/2011,,,2544,
1997,1998-02-14,13:50:00,,21,10,25,,,,NNW,0,,0,,General Comments:  RAIN FALL = TRACE                  ,GAR,10/31/2011,,,2545,
1997,1998-02-15,08:40:00,,16,15,22,0.8,,1.3,NNW,8,THICK   ,0,,General Comments:  RAIN FALL = TRACE                  ,GAR,10/31/2011,,,2546,
1997,1998-02-16,10:00:00,,22,16,25,,,,,6,THIN    ,3,,General Comments:  CALM                               ,,,,,2547,
1997,1998-02-17,09:00:00,,17,14,29,,4,,SE ,7,MEDTHICK,0,,,GAR,10/31/2011,,,2548,
1997,1998-02-18,07:45:00,,14,13,22,,1.8,,SE ,8,THICK   ,0,,,GAR,10/31/2011,,,2549,
1998,1998-09-16,,,,,12,,,,,,,,,"General Comments:  TRACE RAIN, NO BOATS               ",,,,,2550,
1998,1998-09-17,08:00:00,,,-1,7,,2,,SSW,4,THICK   ,2,,General Comments:  0 BOATS                            ,,,,,2551,
1998,1998-09-18,07:45:00,,-1,-2,11,,1.4,,SSW,7,MEDTHICK,0,,General Comments:  IN TRELEW                          ,GAR,10/31/2011,,,2552,
1998,1998-09-19,15:41:00,,10,2,11,,,,,1,,0,,General Comments:  0 BOATS                            ,GAR,10/31/2011,,,2553,
1998,1998-09-20,07:45:00,,5,4,12,,2.6,,WNW,0,,0,,General Comments:  0 BOATS                            ,GAR,10/31/2011,,,2554,
1998,1998-09-21,07:50:00,,8,5,12,,3.8,,WNW,6,MED     ,0,,General Comments:  0 BOATS                            ,GAR,10/31/2011,,,2555,
1998,1998-09-22,12:30:00,,10,,,,,,,6,,0,,,GAR,10/31/2011,,,2556,
1998,1998-09-23,09:30:00,,13,-2,,,1,,SE ,0,,0,,General Comments:  0 BOATS                            ,GAR,10/31/2011,,,2557,
1998,1998-09-24,19:50:00,,11,-1,16,,1.1,,NW ,0,,0,,General Comments:  0 BOATS                            ,GAR,10/31/2011,,,2558,
1998,1998-09-25,10:35:00,,14,7,16,,2.7,,S  ,0,,0,,,GAR,10/31/2011,,,2559,
1998,1998-09-26,09:20:00,,13,,15,,,,,0,,0,,General Comments:  0 BOATS                            ,GAR,10/31/2011,,,2560,
1998,1998-09-27,08:00:00,,3,-2,14,,,,,0,,0,,,GAR,10/31/2011,,,2561,
1998,1998-09-28,12:00:00,,13,-2,14,,2.9,,ESE,0,,0,,General Comments:  0 BOATS                            ,GAR,10/31/2011,,,2562,
1998,1998-09-29,07:45:00,,10,4,18,,3.5,,SW ,0,,0,,,GAR,10/31/2011,,,2563,
1998,1998-09-30,07:45:00,,10,4,17,,2.3,,SW ,8,MED     ,0,,General Comments:  0 BOATS                            ,GAR,10/31/2011,,,2564,
1998,1998-10-01,07:40:00,,6,2,26,,1.9,,W  ,0,,0,,General Comments:  0 BOATS                            ,GAR,10/31/2011,,,2565,
1998,1998-10-02,08:00:00,,15,3,26,,2.6,,WSW,8,MEDTHICK,0,,,GAR,10/31/2011,,,2566,
1998,1998-10-03,08:15:00,,10,2,22,,,,,8,MEDTHIN ,0,,,GAR,10/31/2011,,,2567,
1998,1998-10-04,08:50:00,,13,7,21,,3.5,,SW ,0,,0,,,GAR,10/31/2011,,,2568,
1998,1998-10-05,07:30:00,,8,3,22,,4.5,,SSW,1,THIN    ,0,,General Comments:  0 BOATS                            ,GAR,10/31/2011,,,2569,
1998,1998-10-06,08:00:00,,12,7,22,,2.2,,SSW,0,,0,,,GAR,10/31/2011,,,2570,
1998,1998-10-07,07:45:00,,12,8,24,,,,,1,THIN    ,0,,General Comments:  0 BOATS                            ,GAR,10/31/2011,,,2571,
1998,1998-10-08,08:15:00,,16,7,25,1.5,3,5.1,W  ,2,THIN    ,0,,General Comments:  0 BOATS                            ,GAR,10/31/2011,,,2572,
1998,1998-10-09,07:45:00,,16,7,30,4,4.6,7.8,WSW,6,THICK   ,0,,General Comments:  0 BOATS                            ,GAR,10/31/2011,,,2573,
1998,1998-10-10,07:30:00,,18,9,27,,4.1,,SW ,8,MED     ,0,,General Comments:  0 BOATS                            ,GAR,10/31/2011,,,2574,
1998,1998-10-11,07:50:00,,10,8,15,,5,,S  ,6,THICK   ,0,,General Comments:  0 BOATS                            ,GAR,10/31/2011,,,2575,
1998,1998-10-12,09:00:00,,15,2,20,,2,,SW ,7,THIN    ,1,,General Comments:  0 BOATS                            ,,,,,2576,
1998,1998-10-13,07:45:00,,9,4,19,,0.7,,SSW,4,THIN    ,0,,,GAR,10/31/2011,,,2577,
1998,1998-10-14,07:50:00,,17,9,28,,4,8,WSW,8,THIN    ,0,,General Comments:  0 BOATS                            ,GAR,10/31/2011,,,2578,
1998,1998-10-15,07:22:00,,15,12,22,,0.6,,W  ,8,MED     ,0,,,GAR,10/31/2011,,,2579,
1998,1998-10-16,07:32:00,,8,2,21,,0.7,,W  ,0,,0,,General Comments:  0 BOATS                            ,GAR,10/31/2011,,,2580,
1998,1998-10-17,08:05:00,,15,2,24,,11.6,,WSW,0,,0,,,GAR,10/31/2011,,,2581,
1998,1998-10-18,08:09:00,,17,9,27,,6,,WSW,7,THIN    ,0,,General Comments:  0 BOATS                            ,GAR,10/31/2011,,,2582,
1998,1998-10-19,08:00:00,,18,15,23,,1.2,,SSW,6,MED     ,0,,,GAR,10/31/2011,,,2583,
1998,1998-10-20,07:45:00,,15,9,27,,2,,W  ,0,,1,1,General Comments:  1 SAILBOAT 80M - 1430. Comment from GeeWhiz. Edited 08-Oct-2018 AFC.,,,AFC,10/8/2018,2584,
